,text,category
57,Onnum randum moonnum mathramalla oru spectrum thanne und  Enthukondanu hurt aakunnath ennum koode aalochichu nokkanam,Non-anti-LGBT+ content
58,When family members  Govtdoesnt carewhat will them doHow will they liveHow single women are treated,Non-anti-LGBT+ content
59,manushyane manushyanayi kaanan kazivullavarke ivare angeerikan patum angnae nalla manushyanmar vallare kuravane e lokathe enkilum nammuke prarthikam nalla manushyanmar undavatte dear transgenarater sistersoru purushanum sthreekum illatha manodhairyam chankootam athe ningalke ullu u r the bestarjunante makkalane ningal ardhanareeshwarikal aane ningal ningalude e confident ningalude e dhairyam athane ningalude vijayam santhoshamayo jeevitham ningalke eshwaran nalkkatte sahodharimarebharath matha ki jai,Non-anti-LGBT+ content
60,Lakshmi M paniker എന്നിട്ട് വേണം ഫെമിനിച്ചികളും കപട പുരോഗമനവാദികളും യുക്തിവാദികളും എന്നെ കടിച്ച് കീറാൻ  പെങ്ങൾ ക്ഷമിക്ക് ,Non-anti-LGBT+ content
61,One india news illathappo thoni nakkan poikkanun,Non-anti-LGBT+ content
62,E kalathum engane chinthikunna ningale athu doctre kanikanam,Non-anti-LGBT+ content
63,Sreelakshmi Suresh eniku agane oru Kutty undayal chikilsa undegil athu cheyyum Counseling kodutho eganeyegilum maatti edukkan sremikkum Athinu otta karaname ulloo njan oru daiva viswasiyanu Athu kondu jedika asakthikale support cheyyilla,Homophobia
64,Abhirami Abhirami vivaham ennathu vikaarangalum vichaarangalum theerkan ullathaano atho manushya varghathinde nilanilpinuvendiyaano LGBT is an agenda for population control,Homophobia
65,Seriously good job അധികം ആരും പറഞ്ഞു കേക്കാത്ത ഒരു ടോപ്പിക്ക് ആണ് പറയാത്തതാണോ കേൾക്കാത്തതാണോ എന്ന് അറിയില്ല ഇവിടെ elavarikum jeevikkanulla avakasham ind ennulla oru cherye bodham ellarkum indayal mathii keep it up,Non-anti-LGBT+ content
66,Lokavasanam adukumpo undavunna karyangal quranil paranjatund brother proof,Non-anti-LGBT+ content
67,Polichh chechii thn i have a request could u please make a video of EIA Act 2020i think so many peoples are not realize the side effects of EIA act 2020,Non-anti-LGBT+ content
68,ഇതാണ് നുമ്മ പറഞ്ഞ നടൻ ഇവനാണ് നടൻ അയ്യോ നിവിനേട്ടാ നിങ്ങൾ ശെരിക്കും ഞെട്ടിച്ചു കേട്ടാഎജ്ജാതി അഭിനയംand govind vasanta muthinte music ഒരു രക്ഷയും ഇല്ല,Non-anti-LGBT+ content
69,ഞാനും എന്റെ ചങ്ങായും ദിവസവും കളിയാണ്  ആണും ആണും സൂപ്പർ ആണ്,Non-anti-LGBT+ content
70,അതിൽ ഞാൻ ഇപ്പം ഖേദിക്കുന്നു  എല്ലാം വിധിയുടെ വിളയാട്ടം Thanks for watching man,Non-anti-LGBT+ content
71,നാട്ടുകാരനായ കൂട്ടുകാരാ ഇനിയും ഒരുപാട് ഉയരങ്ങളിൽ എത്തട്ടെ,Non-anti-LGBT+ content
72,Kerala samooham agikarikkunnundallo chettan bengali aano,Non-anti-LGBT+ content
73,Vasanthakumari Amma Ninte achante achar മോനെ  മര്യാദക് സംസാരിക്കുക കേട്ടോടാ Oole,Non-anti-LGBT+ content
74,shahaban കൊച്ചി athinu ni chullan aannu ara paranje  Sonthamayi trolliyathano,Non-anti-LGBT+ content
75,Dgzhrsustj Ighxufsuts oh nee കുന്ദൻ  aayad kondavm,Homophobia
76,അപ്പോൾ മാത്രമേ നമ്മുടെ സമൂഹത്തിന് നാനാത്വത്തിൽ ഏകത്വം എന്ന തത്വത്തിൽ ഊന്നി ഒറ്റക്കെട്ടായി മുന്നോട്ടു പോകാൻ കഴിയൂ ,Non-anti-LGBT+ content
77,വന്നു വന്നു ഇനി കേരളത്തിൽ ആണുങ്ങളെ പീഡിപ്പിക്കുന്ന കാലം വരും ദൈവമേ എന്റെ കുണ്ടിയെ കാത്തോളണെ,Homophobia
78,Manassinu thonunna oroaa vigarangal allahu kakkatte,Non-anti-LGBT+ content
79,വേദങ്ങളിലോ പുരാണങ്ങളിലോ സ്വവർഗ്ഗ കല്യാണം എവിടെയും കാണാൻ കഴിയില്ല നാരദമഹർഷി ഒന്നിൽ കൂടുതൽ കല്യാണം കഴിച്ചു കൗസല്യ കൈകേയി സുമിത്ര  എല്ലാ ഇണകളും പെണ്ണാണ്,Non-anti-LGBT+ content
80,ബ്ലാ ഡിസ്‌ലൈക്ക് അടിച്ചിട്ടുണ്ട് വൃത്തി കേട്ട പരുപാടി ഒരു ആൺകുട്ടിക്ക് പെണ്ണാണ് ഇണയായിട്ട് വേണ്ടത് അല്ലാന്നു പറയാൻ പറ്റോ സുഹൃത്തുക്കളെ ഇത് മൈര് പരുപാടി ആയിപ്പോയി സപ്പോർട്ട് ചെയ്യാൻ കുറെ നായിന്റെ മക്കളും ഇഹ് ഇഹ്,Homophobia
81,ഇവിടെ ഡിസ്ലൈക്ക് അടിക്കുന്നവർ തീർച്ചയായും ഒരുവട്ടമെങ്കിലും ഈ ഷോർട്ട് ഫിലിം കണ്ടിരിക്കണംസ്വവർഗ്ഗാനുരാഗം മാനസികരോഗമോ വാർത്തകളിലെപോലെ പ്രകൃതിവിരുദ്ധമോ ഒന്നുമല്ലനിങ്ങൾക്ക് എതിർ ലിംഗത്തോട് തോന്നുന്നത് ചിലർക്ക് സ്വന്തം ലിംഗത്തിലുള്ളവർക്ക് തോന്നുന്നുഇവിടെ കമന്റ് ബോക്സിൽ കിടന്ന് കുരു പൊട്ടിക്കുന്നവരെ മനുഷ്യരായിപ്പോലും കണക്കാക്കാൻ കഴിയില്ല,Non-anti-LGBT+ content
82,പക്ഷെ പുരുഷനായി ജനിച് സ്ത്രീയായ ഇവർക്കു കൃത്യമായി പുരുഷനെ മനസിലാക്കാൻ കഴിയും എന്നാണ് എനിക്കു തോന്നുന്നത് ,Non-anti-LGBT+ content
83,9 okke verum oru number ayyi kannenda samyamayyi ppls2020 illek petten vandi keruka,Non-anti-LGBT+ content
84,ചുള്ളൻമാർ Gay ആവാൻ പാടില്ല എന്നുണ്ടോ ,Non-anti-LGBT+ content
85,കണ്ടു എനിക്കു പറയാൻ വാക്കുകളില്ല I feel a kind of numbness inside me Eden hats of you ,Non-anti-LGBT+ content
86,എന്തു പറയണം എന്ന് പറയാനറിയാത്ത ഒരു അവസ്ഥ,Non-anti-LGBT+ content
87,Nikhil Varghesevhotfe ഞാൻ കുണ്ടൻ അല്ല അതിനു,Homophobia
88,ningal aanungaloke inganeyayal njangal pennungaloke enthcheyum,Non-anti-LGBT+ content
89,Abhilash Shankar cheruppathil aankuttikal sexual abuse cheyyappedunnundennu ennikku viswassikkan kazhiyunnillanjan vicharichu girlsinu matrame kooduthal risk ullennu easwara ennikkorankunjanu ullathu kettittu pediyakunnu,Non-anti-LGBT+ content
90,അങ്ങനെ അവര് ചെയ്യും എന്ന് എല്ലാവര്ക്കും അറിയാം എന്നാലും അങ്ങനെ ആരും പോസ്റ്റില്ല ,Non-anti-LGBT+ content
91,ഈ പറയുന്ന ഷിഗണ്ടി വർഗം മനസ്സിലായില്ലേ ഹിജഡ വർഗം എന്ന്,Transphobia
92,pes Soccers kashtam evidennu kitti puthiya arivuangineyanenkil videsathulla ellarum transgenders aayirikkum onnu poda,Non-anti-LGBT+ content
93,Rahman Rahman nte broAvar verum sexine vendi ella ingane avunnadhPadachone thanneya avare ingane janipikkunnadhAdh avarude kuttam ellalo avarkum feelings ishtangalum okke inndingane okke verum enn padachon paranjidangill appom avare angikarikkanamAdhaan nalla karyam,Non-anti-LGBT+ content
94,ടെയിനിൽ fancy dress ഇട്ട് ഗുണ്ടകളെ പ്പോലെ പൈസ പിരിക്കുന്നവരെ ഓർമ വരുന്നു,Non-anti-LGBT+ content
95,rafi komben ഞാൻ തന്നോട് എന്തെങ്കിലും പറയാൻ വന്നോ എവിടെങ്കിലും എന്തെങ്കിലും കാണുമ്പോൾ അത് തന്നെ ഉദ്ദേശിച്ചാണ് എന്ന് ചിന്തിക്കുന്നത് ഉള്ളിൽ അതുപോലെ കള്ളം ഉള്ളവർക്ക് മാത്രം ആണ് അതെങ്ങനെയാ,Non-anti-LGBT+ content
96,Vaishnav Talks MM manyamaayi jeevikkunnavare nammal support cheyyumallathavare orikkalumilla,Non-anti-LGBT+ content
97,Trans നെ പറ്റി പഠിക്കാൻ ഗവ ഒരു കമീഷൻ വെക്കണം,Non-anti-LGBT+ content
98,വിവാഹിതരായ ഇരുവർക്കും ജീവിതനാശ ആശംസകൾ നേരുന്നു ഞാൻ,Non-anti-LGBT+ content
99,അവരും അടിപൊളി യായി ജിവിക്ക ട്ട്,Non-anti-LGBT+ content
100,Walk Man തലയിൽ വല്ലതും വേണം പോയി കാട്ടിലെ കണ്ണൻ കാണു,Non-anti-LGBT+ content
101,അവരുടെ കുഴപ്പമല്ല പിന്നാരുടെ കുഴപ്പം സർവ്വതും സൃഷ്ടിച്ചെന്ന് പറയുന്ന പടച്ചവന്റെ കുഴപ്പം,Non-anti-LGBT+ content
102,atheyyyenthu prahasanam aanuu ,Non-anti-LGBT+ content
103,Anjalo broo pwolipichuuu moneaaaaaa,Non-anti-LGBT+ content
104,അതിലിപ്പോ ഒന്നും ചെയ്യാനില്ല,Non-anti-LGBT+ content
105,കുട്ടികളെ ചൂഷണം ചെയ്യുന്ന കുണ്ടന്മാരെ കണ്ടാൽ അടിച്ചു കരണം പൊട്ടിക്കുക,Non-anti-LGBT+ content
106,ഇങ്ങനെ ഒരു Script ചെയ്യുമ്പോൾ നല്ലതുപോലെ പഠിച്ചിട്ട് ചെയ്യണമായിരുന്നു,Non-anti-LGBT+ content
107,ഏറ്റവും കൂടുതൽ ഉള്ളത് മദ്രസ പീഡനങ്ങൾ ആണ്,Non-anti-LGBT+ content
108,Enthoru pekolangal aaaan ,Transphobia
109,Simply outstndng Finoobin thakarthuttooooKeep going all d very bst guyZzzz,Non-anti-LGBT+ content
110,ഒരാൾ Trangent ആയി ജനിക്കുന്നത് ഒരിക്കലും അയാളുടെ കുറ്റമല്ല ചില സ്ഥലങ്ങളിൽ ഇവരെ ഉപദ്രവിക്കുന്ന രംഗങ്ങൾ Fb യിൽക്കണ്ടിട്ടുണ്ട് ശരിക്കും അത് ഭയങ്കര കൂര തയാണ് ഇവരെല്ലാം ഭൂമിയുടെ അവകാശികളിൽ പെട്ടവരാണ് അവരും ജീവിച്ചു പോയ്ക്കോട്ടെ,Non-anti-LGBT+ content
111,Dee JayPJrss ചാണകം ആവും എടപ്പാൾ,Non-anti-LGBT+ content
112,Eni ithupole olich cheyyunnavar parasyamayi purake varum,Non-anti-LGBT+ content
113,kalam poya Pokke ini enthokke kanendi varum ente daivame,Non-anti-LGBT+ content
114,Ardra Achu vivaravum vidyavyasavum ellathavanmarod paranjitt karyamilla,Non-anti-LGBT+ content
115,Jibi mullu nth oolathara aadaa parayunne,Non-anti-LGBT+ content
116,Jeevikkuka jeevikaan anuvadhikukaaaaa,Non-anti-LGBT+ content
117,Sthree ayi jenichu purushan ennum paranju nadakkunna transgenderne kettiyal sadarana aanum pennum thammil nadakkunath cheyth mathu,Non-anti-LGBT+ content
118,വിവാഹമെന്നത് ഏതെങ്കിലും പ്രത്യേക വിഭാഗം ആളുകൾക്ക് മാത്രം വേണ്ടി ഉള്ളതല്ല എല്ലാ പൗരന്മാർക്കും തുല്യമായി ലഭ്യമാക്കേണ്ട ഒന്നാണ് അത്,Non-anti-LGBT+ content
119,Varun Punnala ചക്ക എന്ന് പറയുമ്പോൾ ചുക്ക് എന്ന് കേൾക്കുന്ന തന്നോട് ഒന്നും പറയാനില്ല തന്റെ സംസാരം കേട്ടപ്പോൾ ഒരു കാര്യം മനസ്സിലായി താൻ ഒരു സങ്കി ആണന്നു അപ്പൊ ഒട്ടും നമ്മൾ സംസാരിക്കാനില്ലേ,Non-anti-LGBT+ content
120,ഉണ്ണിയാർച്ച reloaded എന്നെക്കാളും വിവരമുണ്ടോ  അതെനിക്ക് അറിയില്ലാർന്നു വിവരം അളക്കാനുള്ള യന്ത്രമുണ്ടോ കയ്യിൽ സാധാരണ ഉണ്ണിയാർച്ചയുടെകയ്യിൽ വാളല്ലേ,Non-anti-LGBT+ content
121,Vincent Gomez humansil 10 homosexuals aayath kond human existence oru problevum undavillaath orth worried aavanda athil valya prblms nammude chuthinnum nadakkunnund nammude nilanilppine bhadhikkunnath athinte patti worry cheyyu,Non-anti-LGBT+ content
122,Pranav Pc nostalgic hehe mwona,Non-anti-LGBT+ content
123,Satheerth GOVIND sheriya schoolilum poyi clgilum poyi engene okke varunna chilarumund Atha parithaapakaram,Non-anti-LGBT+ content
124,Eee myran mark entha vatta ithinakal 9 aakunatha,Homophobia
125,Loka Samastha Sukhino Bavanthu,Non-anti-LGBT+ content
126,F F C യിൽ നിന്ന് വന്നവർക്ക് like അടിക്കാനുള്ള കമന്റ്,Non-anti-LGBT+ content
127,ഇവരും മനുഷ്യരാണ് നമ്മളെ പോലെ വികാരവും വിചാരവും സങ്കടങ്ങളും ഒക്കെ ഉള്ള മനുഷ്യർ,Non-anti-LGBT+ content
128,already ദഹിച്ചവർ ആണ് comment സെക്ഷനിൽ,Non-anti-LGBT+ content
129,Vincent Gomez oru straight aaya aale oru suprabhatathil Kure hormone Etta food koduthal gay aakan patathilla Potte ayale pidich eni hormone nirbandiche kuthivechalum ayal gay akilla chilapol ayalude look feminine aakum sexuality change aakathilla  Apozha foodil hormone ette population control cheyan sexuality change cheyunate Athilum bhedam Vedi vechu kollunatha  Commonsense use cheyu Eni oru gay aayavsne pidiche male hormone kuthi vechalum Avan straight aakathilla its genetic,Non-anti-LGBT+ content
130,achu achuuus othiri nadakunudu athu ennathe kalagatathintheanu,Non-anti-LGBT+ content
131,ദൈവത്തിൻ്റെ സൃഷ്ടിയിൽ ഉൾപെട്ടവരല്ലെ നമ്മളും അവരും  ആരും ആരൂടെയും മുന്നിലും അല്ല പുറകിലും അല്ല,Non-anti-LGBT+ content
132,Bhagyam enik penninod matram instrst thoniyath  enthoru myrrrr erpaadanith,Homophobia
133,ഉള്ളത് കൊണ്ട് അടിച്ചു പൊളിച് ജീവിക്കുക മേക്കപ്പ് ഒക്കെ സാധാരണ ജനങ്ങളെ പോലെ ആക്കുവാൻ ശ്രമിച്ചാൽ പൊളിക്കും,Non-anti-LGBT+ content
134,Vaishnav Talks MM കൗൺസിലിങ് കൊണ്ട് മാറിയവർ ഉണ്ട് മൈരേ,Non-anti-LGBT+ content
135,feleena xavier good no words Pattumenkil 2 poojayo vazhipado nernneki Chilapo maarum  So sad sis  Muri vaidyan aale kollum Athenne avastha,Non-anti-LGBT+ content
136,ഞാൻ  vicherichu കുന്ദൻ  mar ayirkumnnn,Homophobia
137,Aneesha Anju താൻ തേങ്ങായ പറയുന്നത് Homosexual മനുഷ്യൻ ഉണ്ടാക്കിയെന്ന് പറഞ്ഞുഞാൻ ചോദിച്ചു അപ്പോൾ പ്രകൃതി കാണിക്കുന്നതോ എന്ന്ഇപ്പോൾ താൻ എന്ത് ആണ് പറയുന്നത് വല്ല ബോധം ഉണ്ടോ സെക്സ് ഓറിയന്ടേഷൻ എന്നത് ഒരു വ്യക്തിക്ക് തിരഞ്ഞെടുക്കാൻ കഴിയില്ലജനിക്കുമ്പോൾ തന്നെ അവർ അങ്ങനെ ആണ്വിവരക്കേട് ദയവായി വിളമ്പരുത്,Non-anti-LGBT+ content
138,Varun Punnala അപ്പൊ നിങ്ങൾ ചോദിക്കും എന്താണ് പരിമിതികൾ എന്ന് താങ്കൾക്ക് ഉണ്ടാകുന്ന സംശയങ്ങൾ ഉത്തരം തരാൻ എനിക്ക് ബുദ്ധിമുട്ട് ഉണ്ട് ക്ഷമി,Non-anti-LGBT+ content
139,സുപ്രീംകോടതി സ്വവര്ഗാനുരാഗത്തെ അംഗീകരിച്ച വിധിയെപ്പറ്റിയൊന്നും കേട്ടിട്ടു പോലുമില്ലേ,Non-anti-LGBT+ content
